时间,持续时间,源IP,目的IP,源NAT后IP,目的NAT前IP,源端口,目的端口,源NAT后端口,目的NAT前端口,动作,应用,策略名称,协议,源安全域,目的安全域,源国家/地区,目的国家/地区,源用户,目的用户,应用分类,应用风险,源资产OS,目的资产OS,源资产名称,目的资产名称,源资产类型,目的资产类型,重点关注,方向,攻击者,受害者,攻击者名称,受害者名称,样本,威胁名称,威胁类型,威胁ID,严重性,命中数,文件名称,URL,域名,详细信息,样本类型,样本MD5,威胁子分类,检测方式,样本留存,恶意类型,情报ID,
"2021-05-18 12:34:40","0秒","192.168.24.45","52.176.224.96","115.236.92.180","","61354","443","61354","","阻断","SSL","outbound","TCP","trust","untrust","17楼无线","美国","","","网络协议","2","","","","","","","NO","C2S","192.168.24.45","52.176.224.96","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-18 10:31:34","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","59306","8888","59306","","日志","未知应用","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","未知类别","5","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Generic Botnet僵尸网络活动事件","情报检测","0","高危","1","","","","199.212.57.202:8888","","","僵尸网络","","No","","7f0e45bd2d0d36ae7724b885000ac27a",
"2021-05-18 10:30:45","12秒","192.168.28.27","199.212.57.202","115.236.92.180","","59299","8080","59299","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","7","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-18 10:30:39","0秒","192.168.28.27","199.212.57.202","115.236.92.180","","59299","8080","59299","","阻断","CURL","__intelligence__","TCP","trust","untrust","18楼有线","加拿大","","","交互软件","1","","","","","","","NO","C2S","199.212.57.202","192.168.28.27","","","","Minerd挖矿木马活动事件","情报检测","0","中危","1","","","budaybu.com","","","","黑市工具","","No","","aebcfe1b2e72bdcf5dc5fb9bd51674d6",
"2021-05-17 12:00:23","0秒","192.168.24.34","180.101.53.2","115.236.92.180","","64242","443","64242","","阻断","SSL","outbound","TCP","trust","untrust","17楼无线","江苏省南京市","","","网络协议","2","","","","","","","NO","C2S","192.168.24.34","180.101.53.2","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-14 14:46:19","0秒","192.168.20.165","115.231.229.38","115.236.92.180","","64779","80","64779","","阻断","微信_文件传输","outbound","TCP","trust","untrust","17楼有线","浙江省嘉兴市","","","交互软件","3","","","","","","","NO","C2S","192.168.20.165","115.231.229.38","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-12 15:52:35","2秒","192.168.24.114","115.236.118.100","115.236.92.180","","51992","143","51992","","阻断","IMAP","outbound","TCP","trust","untrust","17楼无线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","192.168.24.114","115.236.118.100","","","","邮件服务器暴力破解攻击","漏洞防护","80168","中危","10","","","","","","","恶意扫描","","No","","",
"2021-05-12 15:52:33","0秒","192.168.24.114","115.236.118.100","115.236.92.180","","51992","143","51992","","阻断","IMAP","outbound","TCP","trust","untrust","17楼无线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","192.168.24.114","115.236.118.100","","","","邮件服务器暴力破解攻击","漏洞防护","80168","中危","1","","","","","","","恶意扫描","","No","","",
"2021-05-11 16:33:38","0秒","192.168.28.39","175.42.65.170","115.236.92.180","","58525","443","58525","","阻断","SSL","outbound","TCP","trust","untrust","18楼有线","福建省宁德市","","","网络协议","2","","","","","","","NO","C2S","192.168.28.39","175.42.65.170","","","","ACLogic CesarFTP 多个命令畸形参数远程缓冲区溢出漏洞(CVE-2006-2961)","漏洞防护","20038","高危","1","","","","","","","缓冲区溢出","","No","","",
"2021-05-10 16:52:14","0秒","192.168.20.130","170.33.1.205","115.236.92.180","","60229","443","60229","","日志","HTTPS","__intelligence__","TCP","trust","untrust","17楼有线","香港","","","网络协议","1","","","","","","","NO","C2S","170.33.1.205","192.168.20.130","","","","MiningPool矿池异常访问事件","情报检测","0","低危","1","","","cn.okpool.top","","","","木马后门","","No","","24619a06b1649cd1fff2f51c0c815d2c",
"2021-05-07 17:07:55","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","60312","80","60312","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 16:59:52","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","60170","80","60170","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 16:54:30","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","60096","80","60096","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 16:52:15","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","60057","80","60057","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 16:11:16","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59516","80","59516","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 16:03:59","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59413","80","59413","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:57:21","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59301","80","59301","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:50:15","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59210","80","59210","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:43:27","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59144","80","59144","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:34:55","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59016","80","59016","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:34:41","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59008","80","59008","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:34:34","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","59006","80","59006","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:34:24","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","58999","80","58999","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:34:10","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","58992","80","58992","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:33:42","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","58983","80","58983","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:33:35","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","58975","80","58975","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 15:33:27","0秒","192.168.20.52","149.28.242.46","115.236.92.180","","58968","80","58968","","阻断","WEB浏览","outbound","TCP","trust","untrust","17楼有线","美国","","","交互软件","1","","","","","","","NO","C2S","149.28.242.46","192.168.20.52","","","364AD9D71D0DE2F63536D24F2107C6CE","Script.Win32.Redirector.A","反病毒","5008448","中危","1","js.js","scriptcc.cc/js.js","","反病毒: 5008448, Script.Win32.Redirector.A","black","364AD9D71D0DE2F63536D24F2107C6CE","其它攻击","local","Yes","","",
"2021-05-07 12:13:26","0秒","192.168.20.130","202.101.172.35","115.236.92.180","","64685","53","64685","","日志","DNS域名解析","__intelligence__","UDP","trust","untrust","17楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.20.130","","","","MiningPool矿池异常访问事件","情报检测","0","低危","1","","","cn.okpool.top","","","","木马后门","","No","","24619a06b1649cd1fff2f51c0c815d2c",
"2021-05-07 12:10:41","0秒","192.168.20.130","202.101.172.35","115.236.92.180","","55311","53","55311","","日志","DNS域名解析","__intelligence__","UDP","trust","untrust","17楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.20.130","","","","MiningPool矿池异常访问事件","情报检测","0","低危","1","","","cn.okpool.top","","","","木马后门","","No","","24619a06b1649cd1fff2f51c0c815d2c",
"2021-05-07 12:08:52","0秒","192.168.20.130","202.101.172.35","115.236.92.180","","55081","53","55081","","日志","DNS域名解析","__intelligence__","UDP","trust","untrust","17楼有线","浙江省杭州市","","","网络协议","4","","","","","","","NO","C2S","","192.168.20.130","","","","MiningPool矿池异常访问事件","情报检测","0","低危","1","","","cn.okpool.top","","","","木马后门","","No","","24619a06b1649cd1fff2f51c0c815d2c",
"2021-05-07 12:06:38","2秒","192.168.20.130","170.33.1.205","115.236.92.180","","54303","443","54303","","日志","HTTPS","__intelligence__","TCP","trust","untrust","17楼有线","香港","","","网络协议","1","","","","","","","NO","C2S","170.33.1.205","192.168.20.130","","","","MiningPool矿池异常访问事件","情报检测","0","低危","6","","","cn.okpool.top","","","","木马后门","","No","","24619a06b1649cd1fff2f51c0c815d2c",
